,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
5646,NCGC00178624-02,PZXFWBWBWODQCS-UHFFFAOYSA-L,NCGC00178624-02,5646,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5647,NCGC00013718-01,DWSGTFTVBLXELC-RDYJJYPNSA-N,NCGC00013718-01,5647,training,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5648,NCGC00016230-01,DWSGTFTVBLXELC-RDYJJYPNSA-N,NCGC00016230-01,5648,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5649,NCGC00091923-02,LACQPOBCQQPVIT-SEYKEWMNSA-N,NCGC00091923-02,5649,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5650,NCGC00016669-01,MGNNYKWRWHQLCR-FDJOISAFSA-N,NCGC00016669-01,5650,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5651,NCGC00013722-01,WTGQALLALWYDJH-MOUKNHLCSA-N,NCGC00013722-01,5651,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5652,NCGC00095233-01,RZCJLMTXBMNRAD-UHFFFAOYSA-N,NCGC00095233-01,5652,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5653,NCGC00016119-02,KVWNWTZZBKCOPM-UHFFFAOYSA-M,NCGC00016119-02,5653,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5654,NCGC00166291-01,OAIJSZIZWZSQBC-GYZMGTAESA-N,NCGC00166291-01,5654,training,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
5655,NCGC00167417-01,DTGKSKDOIYIVQL-QXFUBDJGSA-N,NCGC00167417-01,5655,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5656,NCGC00183134-01,ZWRRJEICIPUPHZ-SFDCACGMSA-N,NCGC00183134-01,5656,training,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5657,NCGC00160518-01,QIPQASLPWJVQMH-DTORHVGOSA-N,NCGC00160518-01,5657,training,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5658,NCGC00164591-01,SXYIRMFQILZOAM-LJXHFVHTSA-N,NCGC00164591-01,5658,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5659,NCGC00016861-05,HEFNNWSXXWATRW-JTQLQIEISA-N,NCGC00016861-05,5659,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5660,NCGC00015150-03,KWIUHFFTVRNATP-UHFFFAOYSA-N,NCGC00015150-03,5660,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5661,NCGC00163239-01,VZJFGSRCJCXDSG-UHFFFAOYSA-N,NCGC00163239-01,5661,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5662,NCGC00182715-02,HELVYVGHOJPCEV-UHFFFAOYSA-L,NCGC00182715-02,5662,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5663,NCGC00167568-01,KILNVBDSWZSGLL-KXQOOQHDSA-N,NCGC00167568-01,5663,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5664,NCGC00013796-01,HGWPFSBHDACWNL-LZYIFBDPSA-N,NCGC00013796-01,5664,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5665,NCGC00017010-01,NEDVJZNVOSNSHF-KUMOIWDRSA-N,NCGC00017010-01,5665,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5666,NCGC00256122-01,FNOYRGNLNVKVJN-UHFFFAOYSA-L,NCGC00256122-01,5666,training,4.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0
5667,NCGC00181163-01,YYGNTYWPHWGJRM-AAJYLUCBSA-N,NCGC00181163-01,5667,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5668,NCGC00013095-01,GLZPCOQZEFWAFX-JXMROGBWSA-N,NCGC00013095-01,5668,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5669,NCGC00164563-01,QDGZDCVAUDNJFG-FXQIFTODSA-N,NCGC00164563-01,5669,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5670,NCGC00021666-03,WJBLNOPPDWQMCH-MBPVOVBZSA-N,NCGC00021666-03,5670,training,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5671,NCGC00016087-06,PJDFLNIOAUIZSL-UHFFFAOYSA-N,NCGC00016087-06,5671,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5672,NCGC00091743-01,ZOJBYZNEUISWFT-UHFFFAOYSA-N,NCGC00091743-01,5672,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5673,NCGC00091056-01,PPBRXRYQALVLMV-UHFFFAOYSA-N,NCGC00091056-01,5673,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5674,NCGC00162175-01,OXTYVEUAQHPPMV-UHFFFAOYSA-N,NCGC00162175-01,5674,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5675,NCGC00015857-05,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,NCGC00015857-05,5675,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5676,NCGC00256440-01,KEQFTVQCIQJIQW-UHFFFAOYSA-N,NCGC00256440-01,5676,training,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,,,0.0
5677,NCGC00160467-01,JUZZEWSCNBCFRL-UHFFFAOYSA-N,NCGC00160467-01,5677,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5678,NCGC00160643-01,LYKMMUBOEFYJQG-UHFFFAOYSA-N,NCGC00160643-01,5678,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5679,NCGC00015827-06,CWRVKFFCRWGWCS-UHFFFAOYSA-N,NCGC00015827-06,5679,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5680,NCGC00091238-02,AFZSMODLJJCVPP-UHFFFAOYSA-N,NCGC00091238-02,5680,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5681,NCGC00160420-01,SCGZIPCHOAVGCL-UHFFFAOYSA-N,NCGC00160420-01,5681,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0
5682,NCGC00024349-03,VIXRKFBKWOHVBR-UHFFFAOYSA-N,NCGC00024349-03,5682,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5683,NCGC00183045-01,VIXRKFBKWOHVBR-UHFFFAOYSA-N,NCGC00183045-01,5683,training,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5684,NCGC00014679-01,HOKDBMAJZXIPGC-INIZCTEOSA-N,NCGC00014679-01,5684,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5685,NCGC00016346-01,SLRCCWJSBJZJBV-ZQDZILKHSA-N,NCGC00016346-01,5685,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5686,NCGC00024504-05,VLSMHEGGTFMBBZ-OOZYFLPDSA-N,NCGC00024504-05,5686,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0
5687,NCGC00165802-02,PGTVWKLGGCQMBR-FLBATMFCSA-N,NCGC00165802-02,5687,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5688,NCGC00015801-02,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,NCGC00015801-02,5688,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5689,NCGC00167966-01,KIUKXJAPPMFGSW-YXBJCWEESA-N,NCGC00167966-01,5689,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5690,NCGC00164628-01,TYZROVQLWOKYKF-ZDUSSCGKSA-N,NCGC00164628-01,5690,training,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5691,NCGC00160558-01,JNEZCZPNQCQCFK-UHFFFAOYSA-N,NCGC00160558-01,5691,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5692,NCGC00015680-11,DRLFMBDRBRZALE-UHFFFAOYSA-N,NCGC00015680-11,5692,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5693,NCGC00183364-01,RGLRXNKKBLIBQS-XNHQSDQCSA-N,NCGC00183364-01,5693,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5694,NCGC00183275-01,IKDXDQDKCZPQSZ-JHYYTBFNSA-N,NCGC00183275-01,5694,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5695,NCGC00163146-01,XFSBVAOIAHNAPC-XTHSEXKGSA-N,NCGC00163146-01,5695,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5696,NCGC00016981-01,LQCLVBQBTUVCEQ-MCQAQMIOSA-N,NCGC00016981-01,5696,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5697,NCGC00160615-01,ZIJKGAXBCRWEOL-SAXBRCJISA-N,NCGC00160615-01,5697,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5698,NCGC00183840-01,JCTBRKGARALROK-ABAFHIJKSA-N,NCGC00183840-01,5698,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5699,NCGC00183834-01,UCMXDJFDVQUZHE-MPGCQMRFSA-N,NCGC00183834-01,5699,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5700,NCGC00090940-01,KXKVLQRXCPHEJC-UHFFFAOYSA-N,NCGC00090940-01,5700,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5701,NCGC00095254-04,ZAKOWWREFLAJOT-CEFNRUSXSA-N,NCGC00095254-04,5701,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5702,NCGC00166253-02,ZAKOWWREFLAJOT-CEFNRUSXSA-N,NCGC00166253-02,5702,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5703,NCGC00255494-01,ZZGJZGSVLNSDPG-FDTUMDBZSA-N,NCGC00255494-01,5703,training,,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0
5704,NCGC00016757-01,DKYWVDODHFEZIM-UHFFFAOYSA-N,NCGC00016757-01,5704,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5705,NCGC00016823-01,ZEMIJUDPLILVNQ-ZXFNITATSA-N,NCGC00016823-01,5705,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5706,NCGC00166260-01,OCWYEMOEOGEQAN-UHFFFAOYSA-N,NCGC00166260-01,5706,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5707,NCGC00015766-08,WYWIFABBXFUGLM-UHFFFAOYSA-N,NCGC00015766-08,5707,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5708,NCGC00016777-01,FYPMFJGVHOHGLL-UHFFFAOYSA-N,NCGC00016777-01,5708,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5709,NCGC00016965-01,DBEPLOCGEIEOCV-WSBQPABSSA-N,NCGC00016965-01,5709,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5710,NCGC00016851-01,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,NCGC00016851-01,5710,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5711,NCGC00016242-01,FJLBFSROUSIWMA-UHFFFAOYSA-N,NCGC00016242-01,5711,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5712,NCGC00142622-03,SNPLKNRPJHDVJA-ZETCQYMHSA-N,NCGC00142622-03,5712,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5713,NCGC00095606-01,NFLGAXVYCFJBMK-BDAKNGLRSA-N,NCGC00095606-01,5713,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5714,NCGC00016308-01,JTPUMZTWMWIVPA-UHFFFAOYSA-O,NCGC00016308-01,5714,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5715,NCGC00015542-05,ZJVFLBOZORBYFE-UHFFFAOYSA-N,NCGC00015542-05,5715,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5716,NCGC00164612-01,PXWLVJLKJGVOKE-UHFFFAOYSA-N,NCGC00164612-01,5716,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5717,NCGC00166273-01,RSWGJHLUYNHPMX-ONCXSQPRSA-N,NCGC00166273-01,5717,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5718,NCGC00159373-02,MGSRCZKZVOBKFT-UHFFFAOYSA-N,NCGC00159373-02,5718,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5719,NCGC00015389-08,OLBCVFGFOZPWHH-UHFFFAOYSA-N,NCGC00015389-08,5719,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5720,NCGC00183109-02,GSNHKUDZZFZSJB-MZKUHISZSA-N,NCGC00183109-02,5720,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5721,NCGC00181160-01,IWCWQNVIUXZOMJ-MISYRCLQSA-N,NCGC00181160-01,5721,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5722,NCGC00254362-01,UACOXBQBNWQWOK-UHFFFAOYSA-N,NCGC00254362-01,5722,training,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
5723,NCGC00016725-01,XJSFLOJWULLJQS-HTYUZQQASA-N,NCGC00016725-01,5723,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5724,NCGC00167541-01,QYIXCDOBOSTCEI-KKFSNPNRSA-N,NCGC00167541-01,5724,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5725,NCGC00016688-02,GVJHHUAWPYXKBD-IEOSBIPESA-N,NCGC00016688-02,5725,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5726,NCGC00091066-01,OWFXIOWLTKNBAP-UHFFFAOYSA-N,NCGC00091066-01,5726,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5727,NCGC00016985-01,UVTNFZQICZKOEM-UHFFFAOYSA-N,NCGC00016985-01,5727,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5728,NCGC00024999-02,FKNXQNWAXFXVNW-BLLLJJGKSA-N,NCGC00024999-02,5728,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5729,NCGC00093636-03,METKIMKYRPQLGS-GFCCVEGCSA-N,NCGC00093636-03,5729,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5730,NCGC00095073-01,XOZLRRYPUKAKMU-UHFFFAOYSA-N,NCGC00095073-01,5730,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5731,NCGC00024810-02,DURULFYMVIFBIR-UHFFFAOYSA-N,NCGC00024810-02,5731,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5732,NCGC00182042-01,JCRIVQIOJSSCQD-UHFFFAOYSA-N,NCGC00182042-01,5732,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5733,NCGC00163298-01,NSMXQKNUPPXBRG-UHFFFAOYSA-N,NCGC00163298-01,5733,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5734,NCGC00164339-02,NSOXQYCFHDMMGV-UHFFFAOYSA-N,NCGC00164339-02,5734,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5735,NCGC00016521-01,KYHQZNGJUGFTGR-UHFFFAOYSA-N,NCGC00016521-01,5735,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5736,NCGC00091076-01,DHKHKXVYLBGOIT-UHFFFAOYSA-N,NCGC00091076-01,5736,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5737,NCGC00160394-01,GMHKMTDVRCWUDX-LBPRGKRZSA-N,NCGC00160394-01,5737,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5738,NCGC00258974-01,QGNJRVVDBSJHIZ-QHLGVNSISA-N,NCGC00258974-01,5738,training,,,0.0,0.0,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5739,NCGC00096081-01,OENHQHLEOONYIE-JLTXGRSLSA-N,NCGC00096081-01,5739,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5740,NCGC00183036-01,RDLPVSKMFDYCOR-UEKVPHQBSA-N,NCGC00183036-01,5740,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5741,NCGC00183874-01,PMXMIIMHBWHSKN-LJQANCHMSA-N,NCGC00183874-01,5741,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5742,NCGC00159430-02,UYXAWHWODHRRMR-UHFFFAOYSA-N,NCGC00159430-02,5742,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5743,NCGC00159430-03,UYXAWHWODHRRMR-UHFFFAOYSA-N,NCGC00159430-03,5743,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5744,NCGC00160581-01,BRRVXFOKWJKTGG-UHFFFAOYSA-N,NCGC00160581-01,5744,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5745,NCGC00016193-02,AAFNEINEQRQMTF-WUUYCOTASA-N,NCGC00016193-02,5745,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5746,NCGC00016320-01,HAPOVYFOVVWLRS-UHFFFAOYSA-N,NCGC00016320-01,5746,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5747,NCGC00159414-02,RBNWAMSGVWEHFP-UHFFFAOYSA-N,NCGC00159414-02,5747,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5748,NCGC00025283-01,DFDGRKNOFOJBAJ-UHFFFAOYSA-N,NCGC00025283-01,5748,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5749,NCGC00014918-01,HBOMLICNUCNMMY-XLPZGREQSA-N,NCGC00014918-01,5749,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5750,NCGC00023945-05,HBOMLICNUCNMMY-XLPZGREQSA-N,NCGC00023945-05,5750,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5751,NCGC00023212-07,XNKLLVCARDGLGL-JGVFFNPUSA-N,NCGC00023212-07,5751,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5752,NCGC00160374-01,ZOSQTCOGKFRDET-UHFFFAOYSA-L,NCGC00160374-01,5752,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5753,NCGC00094985-01,ZEFNOZRLAWVAQF-UHFFFAOYSA-N,NCGC00094985-01,5753,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5754,NCGC00095116-01,IMWZZHHPURKASS-UHFFFAOYSA-N,NCGC00095116-01,5754,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5755,NCGC00016829-05,YYUAYBYLJSNDCX-UHFFFAOYSA-N,NCGC00016829-05,5755,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
5756,NCGC00160588-02,XIAHSJTUQAWUAW-UHFFFAOYSA-N,NCGC00160588-02,5756,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5757,NCGC00164497-01,XTOBSLUVJNOXGB-UHFFFAOYSA-N,NCGC00164497-01,5757,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5758,NCGC00091519-04,IWDCLRJOBJJRNH-UHFFFAOYSA-N,NCGC00091519-04,5758,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5759,NCGC00091219-02,MMOXZBCLCQITDF-UHFFFAOYSA-N,NCGC00091219-02,5759,training,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
5760,NCGC00167443-01,VDOSWXIDETXFET-UHFFFAOYSA-N,NCGC00167443-01,5760,training,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
5761,NCGC00167501-01,JEYCTXHKTXCGPB-UHFFFAOYSA-N,NCGC00167501-01,5761,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5762,NCGC00015462-07,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,NCGC00015462-07,5762,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5763,NCGC00016446-06,VAOCPAMSLUNLGC-UHFFFAOYSA-N,NCGC00016446-06,5763,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5764,NCGC00184997-01,CZFFBEXEKNGXKS-UHFFFAOYSA-N,NCGC00184997-01,5764,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5765,NCGC00256619-01,YFSGRMONVCFYTC-UHFFFAOYSA-N,NCGC00256619-01,5765,training,,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0
5766,NCGC00016384-03,NHUHCSRWZMLRLA-UHFFFAOYSA-N,NCGC00016384-03,5766,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5767,NCGC00016533-05,JLKIGFTWXXRPMT-UHFFFAOYSA-N,NCGC00016533-05,5767,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5768,NCGC00183871-01,GXPIUNZCALHVBA-UHFFFAOYSA-N,NCGC00183871-01,5768,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5769,NCGC00160418-01,RJOUHGWLHPOQSA-UHFFFAOYSA-N,NCGC00160418-01,5769,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5770,NCGC00016098-07,BPICBUSOMSTKRF-UHFFFAOYSA-N,NCGC00016098-07,5770,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5771,NCGC00167540-01,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,NCGC00167540-01,5771,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5772,NCGC00016407-05,VACCAVUAMIDAGB-UHFFFAOYSA-N,NCGC00016407-05,5772,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5773,NCGC00160499-01,CYJQCYXRNNCURD-UHFFFAOYSA-N,NCGC00160499-01,5773,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5774,NCGC00159516-02,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,NCGC00159516-02,5774,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
5775,NCGC00160571-01,QCUPYFTWJOZAOB-UHFFFAOYSA-N,NCGC00160571-01,5775,training,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
5776,NCGC00016830-01,DMUAPQTXSSNEDD-QALJCMCCSA-N,NCGC00016830-01,5776,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5777,NCGC00254604-01,PMHURSZHKKJGBM-UHFFFAOYSA-N,NCGC00254604-01,5777,training,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
5778,NCGC00015834-11,DQMZLTXERSFNPB-UHFFFAOYSA-N,NCGC00015834-11,5778,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5779,NCGC00016315-02,NZASCBIBXNPDMH-UHFFFAOYSA-N,NCGC00016315-02,5779,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5780,NCGC00016379-01,ROBVIMPUHSLWNV-UHFFFAOYSA-N,NCGC00016379-01,5780,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
5781,NCGC00016497-05,AEOCXXJPGCBFJA-UHFFFAOYSA-N,NCGC00016497-05,5781,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
